name,type,episodes,members,score_members,rating,genre,dates,Description,Image-SRC,english_name,url
Saenai Heroine no Sodatekata Fine,Movie,1.0,131455.0,52341.0,8.47,"['Comedy', 'Romance', 'Ecchi', 'Harem', 'School']",        Oct 2019 - Oct 2019,"['With the second Winter Comiket just around the corner, Blessing Software has been vigorously producing its new game, ""How to Raise a Boring Girlfriend."" Despite Utaha Kasumigaoka and Eriri Spencer Sawamura leaving the circle, Megumi Katou and Tomoya Aki are hopeful that, by sticking to Tomoya\'s original vision for the game, their upcoming creation will exceed Blessing Software\'s previous installment.\n\r\nWith the addition of new members Iori and Izumi Hashima, development ensues—but not without its share of setbacks. Things rarely go as planned in the dating sim industry, with numerous obstacles forcing Tomoya to decide between helping his friends or completing the game. \n\nSaenai Heroine no Sodatekata Fine draws the series to a close as Tomoya selects his final route, both within his personal life and Blessing Software.\n\r\n[Written by MAL Rewrite]']",https://cdn.myanimelist.net/images/anime/1671/111411.jpg,,https://myanimelist.net/anime/36885/Saenai_Heroine_no_Sodatekata_Fine
Zoku Owarimonogatari,Movie,6.0,181829.0,80917.0,8.47,"['Comedy', 'Mystery', 'Supernatural', 'Vampire']",        Nov 2018 - Nov 2018,"[""Graduation day is finally here, marking the end of Koyomi Araragi's eccentric high school life full of peculiar relationships with otherworldly beings.\n\r\nHowever, Araragi is unexpectedly absorbed into his own bathroom mirror and trapped inside a bizarre world where everything he knows is completely reversed—the haughty Karen Araragi is shorter than usual, poker-faced Yotsugi Ononoki is brimming with emotion, and cute ghost girl Mayoi Hachikuji is a grown woman! But not everything is as it seems.\n\nZoku Owarimonogatari details the story of Araragi's endeavors in this new world as he struggles to return to his home and understand the nature of this bizarre dimension.\n\r\n[Written by MAL Rewrite]""]",https://cdn.myanimelist.net/images/anime/1022/96168.jpg,,https://myanimelist.net/anime/36999/Zoku_Owarimonogatari
Nichijou,TV,26.0,744844.0,282972.0,8.46,"['Comedy', 'SliceofLife', 'School', 'Shounen']",        Apr 2011 - Sep 2011,"[""Nichijou primarily focuses on the daily antics of a trio of childhood friends—high school girls Mio Naganohara, Yuuko Aioi and Mai Minakami—whose stories soon intertwine with the young genius Hakase Shinonome, her robot caretaker Nano, and their talking cat Sakamoto. With every passing day, the lives of these six, as well as of the many people around them, experience both the calms of normal life and the insanity of the absurd. Walking to school, being bitten by a talking crow, spending time with friends, and watching the principal suplex a deer: they are all in a day's work in the extraordinary everyday lives of those in Nichijou. \n\r\n[Written by MAL Rewrite]""]",https://cdn.myanimelist.net/images/anime/3/75617.jpg,Nichijou - My Ordinary Life,https://myanimelist.net/anime/10165/Nichijou
Owarimonogatari,TV,12.0,409851.0,195890.0,8.46,"['Comedy', 'Mystery', 'Supernatural', 'Vampire']",        Oct 2015 - Dec 2015,"[""A peculiar transfer student named Ougi Oshino has just arrived at Naoetsu Private High School. She is quickly introduced to senior student Koyomi Araragi by their mutual friend Kanbaru Suruga, in hopes of obtaining advice regarding a strange discovery she has made. After taking a look at the school's layout, Ougi notices that a classroom has appeared in an otherwise empty area—a place that should not exist. \n\r\nUnsure if this is the work of an apparition, Araragi and Ougi attempt to unravel the truth behind this enigma. But Araragi soon discovers, after finding himself locked in with Ougi, that the room holds the memory of an event he had long since forgotten.\n\r\n[Written by MAL Rewrite]""]",https://cdn.myanimelist.net/images/anime/8/76479.jpg,,https://myanimelist.net/anime/31181/Owarimonogatari
Steins;Gate Movie: Fuka Ryouiki no Déjà vu,Movie,1.0,507219.0,302246.0,8.46,"['Drama', 'Sci-Fi']",        Apr 2013 - Apr 2013,"[""After a year in America, Kurisu Makise returns to Akihabara and reunites with Rintarou Okabe. However, their reunion is cut short when Okabe begins to experience recurring flashes of other timelines as the consequences of his time traveling start to manifest. These side effects eventually culminate in Okabe suddenly vanishing from the world, and only the startled Kurisu has any memory of his existence.\n\r\nIn the midst of despair, Kurisu is faced with a truly arduous choice that will test both her duty as a scientist and her loyalty as a friend: follow Okabe's advice and stay away from traveling through time to avoid the potential consequences it may have on the world lines, or ignore it to rescue the person that she cherishes most. Regardless of her decision, the path she chooses is one that will affect the past, the present, and the future.\n\r\n[Written by MAL Rewrite]""]",https://cdn.myanimelist.net/images/anime/3/50317.jpg,Steins;Gate: The Movie − Load Region of Déjà Vu,https://myanimelist.net/anime/11577/Steins_Gate_Movie__Fuka_Ryouiki_no_Déjà_vu
Haikyuu!!,TV,25.0,1559341.0,948026.0,8.46,"['Comedy', 'Drama', 'Sports', 'School', 'Shounen']",        Apr 2014 - Sep 2014,"['Inspired after watching a volleyball ace nicknamed ""Little Giant"" in action, small-statured Shouyou Hinata revives the volleyball club at his middle school. The newly-formed team even makes it to a tournament; however, their first match turns out to be their last when they are brutally squashed by the ""King of the Court,"" Tobio Kageyama. Hinata vows to surpass Kageyama, and so after graduating from middle school, he joins Karasuno High School\'s volleyball team—only to find that his sworn rival, Kageyama, is now his teammate.\n\r\nThanks to his short height, Hinata struggles to find his role on the team, even with his superior jumping power. Surprisingly, Kageyama has his own problems that only Hinata can help with, and learning to work together appears to be the only way for the team to be successful. Based on Haruichi Furudate\'s popular shounen manga of the same name, Haikyuu!! is an exhilarating and emotional sports comedy following two determined athletes as they attempt to patch a heated rivalry in order to make their high school volleyball team the best in Japan.\n\r\n[Written by MAL Rewrite]']",https://cdn.myanimelist.net/images/anime/7/76014.jpg,Haikyu!!,https://myanimelist.net/anime/20583/Haikyuu
Holo no Graffiti,ONA,0.0,40074.0,13983.0,8.46,['Comedy'],        May 2019 - ,"['From unraveling the secrets of opening and closing doors to defusing surprise packages more commonly known as bombs, there is never a dull day at the Hololive Production office! Holo no Graffiti follows an eccentric cast of Virtual YouTubers, also known as ""VTubers,"" going about their absurd yet hilarious daily lives, detailing all their cute moments and mishaps.\n\r\n[Written by MAL Rewrite]']",https://cdn.myanimelist.net/images/anime/1259/110227.jpg,Holo Graffiti,https://myanimelist.net/anime/44042/Holo_no_Graffiti
Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,Movie,1.0,321049.0,190300.0,8.46,"['Drama', 'Mystery', 'Suspense', 'Psychological']",        Oct 2013 - Oct 2013,"[""The young girls of Mitakihara happily live their lives, occasionally fighting off evil, but otherwise going about their peaceful, everyday routines. However, Homura Akemi feels that something is wrong with this unusually pleasant atmosphere—though the others remain oblivious, she can't help but suspect that there is more to what is going on than meets the eye: someone who should not exist is currently present to join in on their activities.\n\nMahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari follows Homura in her struggle to uncover the painful truth behind the mysterious circumstances, as she selfishly and desperately fights for the sake of her undying love in this despair-ridden conclusion to the story of five magical girls.\n\r\n[Written by MAL Rewrite]""]",https://cdn.myanimelist.net/images/anime/5/54231.jpg,Puella Magi Madoka Magica the Movie: Rebellion,https://myanimelist.net/anime/11981/Mahou_Shoujo_Madoka★Magica_Movie_3__Hangyaku_no_Monogatari
Golden Kamuy 3rd Season,TV,12.0,110177.0,49227.0,8.45,"['Action', 'Adventure', 'Historical', 'Seinen']",        Oct 2020 - Dec 2020,"['Third season of Golden Kamuy. Will Asirpa and Sugimoto ever be reunited? A new battle for survival begins in the frozen land of Karafuto! After the battle at the prison, Sugimoto and Asirpa were separated. Kiroranke and Ogata take Asirpa north to Karafuto, along with Shiraishi, the ""Escape King,"" to follow a clue about her father. With Noppera-bo, the man who stole the Ainu gold, dead, only his daughter Asirpa can solve the mystery. Kiroranke\'s goal is to take her to meet his former comrades, Far-East Russian partisans. Meanwhile, Sugimoto teams up with Lt. Tsurumi and the rest of the 7th. He and Tanigaki volunteer to go ahead to search for her. They head to Karafuto, along with Tsukishima and Koito. What awaits them in the frozen lands of the North? A new battle for survival!\n\r\n(Source: Crunchyroll)']",https://cdn.myanimelist.net/images/anime/1763/108108.jpg,Golden Kamuy Season 3,https://myanimelist.net/anime/40059/Golden_Kamuy_3rd_Season
Kobayashi-san Chi no Maid Dragon S,TV,12.0,374078.0,140739.0,8.45,"['Comedy', 'Fantasy', 'SliceofLife']",        Jul 2021 - Sep 2021,"[""As Tooru continues on her quest to become the greatest maid and Kanna Kamui fully immerses in her life as an elementary school student, there is not a dull day in the Kobayashi household with mischief being a daily staple. On one such day, however, a massive landslide is spotted on the hill where Kobayashi and Tooru first met—a clear display of a dragon's might. When none of the dragons they know claim responsibility, the perpetrator herself descends from the skies: Ilulu, the radical Chaos Dragon with monstrous power rivaling that of Tooru.\n\r\nSickened by Tooru's involvement with humans, Ilulu resorts to the typical dragon method of resolving conflict—a battle to the death. Despite such behavior, she becomes intrigued by Kobayashi's ability to befriend dragons and decides instead to observe just what makes Kobayashi so special. With a new troublesome dragon in town, Kobayashi's eccentric life with a dragon maid is only getting merrier.\n\r\n[Written by MAL Rewrite]""]",https://cdn.myanimelist.net/images/anime/1252/115539.jpg,Miss Kobayashi's Dragon Maid Season 2,https://myanimelist.net/anime/39247/Kobayashi-san_Chi_no_Maid_Dragon_S
